Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Ki-Jana Hoever,nl NED,MF,23-241,2,2,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,Wolverhampton-Wanderers
Jackson Tchatchoua,cm CMR,"MF,DF",24-002,3,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton-Wanderers
Santiago Bueno,uy URU,DF,26-311,2,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton-Wanderers
Rodrigo Gomes,pt POR,"DF,MF",22-071,3,1,121.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,1.0,10.0,0.74,0.0,0.74,0.74,0.74,0.47,0.0,0.47,0.47,0.47,Matches,Wolverhampton-Wanderers
Sam Johnstone,eng ENG,GK,32-175,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Ladislav Krejčí,cz CZE,"MF,DF",26-149,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Wolverhampton-Wanderers
Tolu Arokodare,ng NGA,FW,24-297,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Yerson Mosquera,co COL,DF,24-137,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Fer López,es ESP,"MF,FW",21-115,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23,Matches,Wolverhampton-Wanderers
Sasa Kalajdzic,at AUT,FW,28-071,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Daniel Bentley,eng ENG,GK,32-065,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
Squad Total,,,26.9,4,44,360.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,9.0,1.0,2.6,2.6,1.9,4.5,40.0,103.0,101.0,0.5,0.5,1.0,0.5,1.0,0.66,0.47,1.13,0.66,1.13,,Wolverhampton-Wanderers
Opponent Total,,,27.4,4,44,360.0,4.0,9.0,8.0,17.0,9.0,0.0,0.0,6.0,0.0,7.1,7.1,6.6,13.8,62.0,179.0,178.0,2.25,2.0,4.25,2.25,4.25,1.79,1.65,3.44,1.79,3.44,,Wolverhampton-Wanderers
